,month,text,year
1294,August,"Euromaidan pro-EU demonstrations begin in Ukraine after President Viktor Yanukovych rejects an economic association agreement between the European Union and Ukraine in favor of closer ties to Russia.[61]
Moldovan-flagged cargo ship MVRhosus makes port in Beirut, Lebanon, carrying 2,750 tonnes of ammonium nitrate. After inspection by port state control, the Rhosus is deemed unseaworthy, and is forbidden to set sail. By order of an Urgent Matters judge in Beirut, the cargo is brought ashore in 2014 and placed in Warehouse 12 at the port, where it will remain for six years. The ammonium nitrate will erupt in a massive explosion on August 4, 2020.[62][63]",2013.0
1295,August,"August 5  George Duke, American keyboardist (b. 1946)
August 8  Karen Black, American actress (b. 1939)
August 10
Lszl Csatry, Hungarian war criminal (b. 1915)
Eydie Gorm, American singer (b. 1928)
August 12  Prince Friso of Orange-Nassau (b. 1968)
August 14
Gia Allemand, American actress (b. 1983)
Allen Lanier, American musician (b. 1946)
August 15
Rosala Mera, Spanish businesswoman and entrepreneur (b. 1944)
Sawomir Mroek, Polish dramatist, writer and cartoonist (b. 1930)
August Schellenberg, Canadian-American actor (b. 1936)
Marich Man Singh Shrestha, 28th Prime Minister of Nepal (b. 1942)
Lisa Robin Kelly, American actress (b. 1970)
August 18  Dezs Gyarmati, Hungarian water polo player (b. 1927)
August 19
Abdul Rahim Hatif, Acting President of Afghanistan (b. 1926)
Cedar Walton, American pianist (b. 1934)
Lee Thompson Young, American actor (b. 1984)
August 20
Elmore Leonard, American novelist (b. 1925)
Marian McPartland, British-born pianist (b. 1918)
August 21  C. Gordon Fullerton, American astronaut (b. 1936)
August 22  Jetty Paerl, Dutch singer (b. 1921)
August 24  Julie Harris, American actress (b. 1925)
August 25  Gylmar dos Santos Neves, Brazilian footballer (b. 1930)
August 27  Anatoly Onoprienko, Soviet-Ukrainian mass murderer (b. 1959)
August 30  Seamus Heaney, Irish Nobel poet (b. 1939)
August 31  David Frost, British journalist and broadcaster (b. 1939)",2013.0
1296,August,"Rosala Mera, Spanish businesswoman and entrepreneur (b. 1944)
Sawomir Mroek, Polish dramatist, writer and cartoonist (b. 1930)
August Schellenberg, Canadian-American actor (b. 1936)
Marich Man Singh Shrestha, 28th Prime Minister of Nepal (b. 1942)
Lisa Robin Kelly, American actress (b. 1970)",2013.0
1297,August,Wikipedia indefinitely move-protected pagesUse mdy dates from August 2019Articles with short descriptionShort description is different from WikidataCommons category link is on Wikidata,2013.0
1298,September,"September 7
2013 Australian federal election: The Liberal/National Coalition led by Tony Abbott defeats the Labor Government led by Prime Minister Kevin Rudd.[51] Abbott would be sworn in on September 18th.[52]
The International Olympic Committee awards Tokyo the right to host the 2020 Summer Olympics.[53]
September 21  al-Shabaab Islamic militants attack the Westgate shopping mall in Nairobi, Kenya, killing at least 62 civilians and wounding over 170.[54]",2013.0
1299,September,"2013 Australian federal election: The Liberal/National Coalition led by Tony Abbott defeats the Labor Government led by Prime Minister Kevin Rudd.[51] Abbott would be sworn in on September 18th.[52]
The International Olympic Committee awards Tokyo the right to host the 2020 Summer Olympics.[53]",2013.0
1300,September,"September 1
Pl Csernai, Hungarian footballer and manager (b. 1932)
Tommy Morrison, American boxer (b. 1969)
September 2
Ronald Coase, British Nobel economist (b. 1910)
Frederik Pohl, American writer (b. 1919)
September 5
Sushmita Banerjee, Indian writer (b. 1963)
Rochus Misch, German bodyguard of Adolf Hitler (b. 1917)
September 12
Ray Dolby, American engineer and inventor (b. 1933)
Otto Sander, German actor (b. 1941)
September 17  Eiji Toyoda, Japanese industrialist (b. 1913)
September 18
Ken Norton, American boxer (b. 1943)
Marcel Reich-Ranicki, German literary critic (b. 1920)
September 19
Hiroshi Yamauchi, Japanese businessman (b. 1927)
Saye Zerbo, 3rd President and 4th Prime Minister of Burkina Faso (b. 1932)
September 22  David H. Hubel, Canadian-born American Nobel neuroscientist (b. 1926)",2013.0
1301,October,"October 10  Delegates from some 140 countries and territories sign the Minamata Treaty, a UNEP treaty designed to protect human health and the environment from emissions and releases of mercury and mercury compounds.[55]
October 18  Saudi Arabia rejects a seat on the United Nations Security Council, making it the first country to reject a seat on the Security Council. Jordan takes the seat on December 6.[56]",2013.0
1302,October,"October 1
Peter Broadbent, English footballer (b. 1933)
Tom Clancy, American writer (b. 1947)
Giuliano Gemma, Italian actor (b. 1938)
October 3  Sergei Belov, Russian basketball player (b. 1944)
October 4  V Nguyn Gip, Vietnamese General (b. 1911)
October 5  Carlo Lizzani, Italian film director (b. 1922)
October 7
Patrice Chreau, French opera and theatre director, filmmaker, actor and producer (b. 1944)
Ovadia Yosef, Israeli religious leader (b. 1920)
October 9  Wilfried Martens, Belgian politician, 44th Prime Minister of Belgium (b. 1936)
October 10  Scott Carpenter, American astronaut (b. 1925)
October 11
Mara de Villota, Spanish racing driver (b. 1980)
Erich Priebke, German SS captain and convicted war criminal (b. 1913)
October 12
George Herbig, American astronomer (b. 1920)
Oscar Hijuelos, American novelist (b. 1951)
October 14  Bruno Metsu, French football coach (b. 1954)
October 16  Ed Lauter, American actor (b. 1938)
October 17  Lou Scheimer, American producer (b. 1928)
October 20
Jovanka Broz, First Lady of Yugoslavia (b. 1924)
Lawrence Klein, American Nobel economist (b. 1920)
October 23  Anthony Caro, British sculptor (b. 1924)
October 24  Manolo Escobar, Spanish singer (b. 1931)
October 25
Hal Needham, American stuntman, film director, actor and writer (b. 1931)
Bill Sharman, American basketball player and coach (b. 1926)
Marcia Wallace, American actress and comedian (b. 1942)
October 27  Lou Reed, American singer, songwriter, and musician (b. 1942)
October 28  Tadeusz Mazowiecki, 1st Prime Minister of Poland (b. 1927)",2013.0
1303,November,"November 5  The unmanned Mars Orbiter Mission is launched by India from its launchpad in Sriharikota.[57]
November 8  Typhoon Haiyan (Yolanda), one of the strongest tropical cyclones on record, hits the Philippines and Vietnam, causing devastation with at least 6,241 dead.[58]
November 12  Three Studies of Lucian Freud, a series of portraits of Lucian Freud by the British painter Francis Bacon, sells for US$142.4million in a New York City auction, setting a world record for an auctioned work of art.[59][60]
November 17  Fifty people are killed when Tatarstan Airlines Flight 363 crashes at Kazan Airport, Russia.
November 21
Euromaidan pro-EU demonstrations begin in Ukraine after President Viktor Yanukovych rejects an economic association agreement between the European Union and Ukraine in favor of closer ties to Russia.[61]
Moldovan-flagged cargo ship MVRhosus makes port in Beirut, Lebanon, carrying 2,750 tonnes of ammonium nitrate. After inspection by port state control, the Rhosus is deemed unseaworthy, and is forbidden to set sail. By order of an Urgent Matters judge in Beirut, the cargo is brought ashore in 2014 and placed in Warehouse 12 at the port, where it will remain for six years. The ammonium nitrate will erupt in a massive explosion on August 4, 2020.[62][63]
November 24  Iran agrees to limit their nuclear development program in exchange for sanctions relief.[64][65]",2013.0
1304,November,"November 1  Hakimullah Mehsud, Emir of Tehrik-i-Taliban Pakistan (b. c. 1979)
November 2  Walt Bellamy, American basketball player (b. 1939)
November 7  Amparo Rivelles, Spanish actress (b. 1925)
November 12
Al Ruscio, American actor (b. 1924)
John Tavener, British composer (b. 1944)
November 15  Glafcos Clerides, 4th President of Cyprus (b. 1919)
November 17  Doris Lessing, British Nobel writer (b. 1919)
November 19  Frederick Sanger, British Nobel biochemist (b. 1918)
November 20  Joseph Paul Franklin, American murderer (b. 1950)
November 25
Bill Foulkes, British footballer (b. 1932)
Chico Hamilton, American drummer and bandleader (b. 1921)
November 26
Arik Einstein, Israeli singer, songwriter, and actor (b. 1939)
Tony Musante, American actor (b. 1936)
November 27  Nlton Santos, Brazilian footballer (b. 1925)
November 28  Mitja Ribii, Slovene politician, 25th Prime Minister of Yugoslavia (b. 1919)
November 30
Paul Walker, American actor (b. 1973)
Yury Yakovlev, Soviet and Russian film actor (b. 1928)",2013.0
1305,November,"
	 This page was last edited on 10 November 2020, at 20:48(UTC).
	Text is available under the Creative Commons Attribution-ShareAlike License;
additional terms may apply.  By using this site, you agree to the Terms of Use and Privacy Policy. Wikipedia is a registered trademark of the Wikimedia Foundation, Inc., a non-profit organization.
",2013.0
1306,December,"October 10  Delegates from some 140 countries and territories sign the Minamata Treaty, a UNEP treaty designed to protect human health and the environment from emissions and releases of mercury and mercury compounds.[55]
October 18  Saudi Arabia rejects a seat on the United Nations Security Council, making it the first country to reject a seat on the Security Council. Jordan takes the seat on December 6.[56]",2013.0
1307,December,"December 7  Ninth Ministerial Conference of the World Trade Organization delegates sign the Bali Package agreement aimed at loosening global trade barriers.[66]
December 14  Chinese unmanned spacecraft Chang'e 3, carrying the Yutu rover, becomes the first spacecraft to ""soft""-land on the Moon since 1976 and the third ever robotic rover to do so.[67]
December 15  Fighting between ethnic Dinka and Nuer members of the presidential guard break out in Juba, South Sudan, plunging the country into civil war.[68]
December 25  38 people are killed in the Christmas Day bombings in Iraq.[69]",2013.0
1308,December,"December 1  Heinrich Boere, Dutch-German Nazi war criminal (b. 1921)
December 2
Pedro Rocha, Uruguayan footballer (b. 1942)
Vernon Shaw, 5th President of Dominica (b. 1930)
December 5
Nelson Mandela, 1st President of South Africa and Nobel laureate (b. 1918)
Colin Wilson, English writer, philosopher and novelist (b. 1931)
December 7  douard Molinaro, French film director and screenwriter (b. 1928)
December 8  John Cornforth, AustralianBritish Nobel chemist (b. 1917)
December 9  Eleanor Parker, American actress (b. 1922)
December 10
Jim Hall, American guitarist and composer (b. 1930)
Rossana Podest, Libyan-born Italian actress (b. 1934)
December 11  Nadir Afonso, Portuguese painter (b. 1920)
December 12
Jang Song-thaek, North Korean politician (b. 1946)
Tom Laughlin, American actor, director, screenwriter, author, educator and activist (b. 1931)
Audrey Totter, American actress (b. 1917)
December 14  Peter O'Toole, British-Irish actor (b. 1932)
December 15
Harold Camping, American evangelist (b. 1921)
Joan Fontaine, Japanese-born British American actress (b. 1917)
December 16  Ray Price, American singer and songwriter (b. 1926)
December 18  Ronnie Biggs, British criminal (b. 1929)
December 21  Peter Geach, British philosopher (b. 1916)
December 23
Mikhail Kalashnikov, Russian inventor (b. 1919)
Yusef Lateef, American jazz musician and composer (b. 1920)
December 26  Marta Eggerth, Hungarian-American singer and actress (b. 1912)
December 28  Joseph Ruskin, American actor (b. 1924)
December 29
Wojciech Kilar, Polish composer (b. 1932)
Eero Mntyranta, Finnish Olympic cross-country skier (b. 1937)
December 31  James Avery, American actor (b. 1945)",2013.0
1309,January,"January 1  Juanita Moore, American actress (b. 1914)
January 3  Saul Zaentz, American film producer (b. 1921)
January 5
Eusbio, Portuguese footballer (b. 1942)
Nelson Ned, Brazilian singer-songwriter (b. 1947)
Carmen Zapata, American actress (b. 1927)
January 6  Mnica Spear, Venezuelan actress, Miss Venezuela 2004 (b. 1984)
January 7  Run Run Shaw, Hong Kong filmmaker and entrepreneur (b. 1907)
January 9
Amiri Baraka, American poet (b. 1934)
Lorella De Luca, Italian actress (b. 1940)
Dale T. Mortensen, American Nobel economist (b. 1939)
January 10  Zbigniew Messner, 9th Prime Minister of the People's Republic of Poland (b. 1929)
January 11
Vugar Gashimov, Azerbaijani chess grandmaster (b. 1986)
Ariel Sharon, 11th Prime Minister of Israel (b. 1928)
January 12  Alexandra Bastedo, British actress (b. 1946)
January 13  Anjali Devi, Indian actress (b. 1927)
January 14
Juan Gelman, Argentine poet (b. 1930)
Mae Young, American professional wrestler (b. 1923)
January 15
John Dobson, American amateur astronomer (b. 1915)
Roger Lloyd-Pack, English actor (b. 1944)
January 16
Russell Johnson, American actor (b. 1924)
Hiroo Onoda, Japanese army officer (b. 1922)
January 17
Mohammed Burhanuddin, Indian Islamic spiritual leader (b. 1915)
Suchitra Sen, Indian actress (b. 1931)
January 18  Dennis Frederiksen, American singer (b. 1951)
January 20  Claudio Abbado, Italian conductor (b. 1933)
January 22  Akkineni Nageswara Rao, Indian actor and film producer (b. 1924)
January 23  Riz Ortolani, Italian film composer (b. 1926)
January 25  Gyula Sax, Hungarian chess grandmaster (b. 1951)
January 26  Jos Emilio Pacheco, Mexican poet and writer (b. 1939)
January 27  Pete Seeger, American singer, songwriter, musician, and activist (b. 1919)
January 29  Franois Cavanna, French author (b. 1923)
January 31
Abdirizak Haji Hussein, Somali diplomat and politician, 4th Prime Minister of Somalia (b. 1924)
Mikls Jancs, Hungarian film director (b. 1921)",2014.0
1310,February,"February 20  Princess Leonore, Duchess of Gotland
December 10
Princess Gabriella, Countess of Carlads
Jacques, Hereditary Prince of Monaco",2014.0
1311,February,"February 1
Luis Aragons, Spanish football player and coach (b. 1938)
Maximilian Schell, Austrian-Swiss actor (b. 1930)
February 2
Gerd Albrecht, German conductor (b. 1935)
Philip Seymour Hoffman, American actor (b. 1967)
February 3
Louise Brough, American tennis player (b. 1923)
Richard Bull, American actor (b. 1924)
Joan Mondale, American arts advocate (b. 1930)
February 4  Wu Ma, Chinese actor and director (b. 1942)
February 5
Robert A. Dahl, American political scientist and educator (b. 1915)
Richard Hayman, American musician and conductor (b. 1920)
February 6  Ralph Kiner, American baseball player and broadcaster (b. 1922)
February 8  Maicon Pereira de Oliveira, Brazilian footballer (b. 1988)
February 10
Stuart Hall, Jamaican-British sociologist (b. 1932)
Shirley Temple, American actress, dancer, and diplomat (b. 1928)
February 11  Alice Babs, Swedish singer (b. 1924)
February 12  Sid Caesar, American actor (b. 1922)
February 13
Richard Mller Nielsen, Danish football player and coach (b. 1937)
Ralph Waite, American actor (b. 1928)
February 14  Tom Finney, English footballer (b. 1922)
February 18  Nelson Frazier, Jr., American professional wrestler (b. 1971)
February 19  Valeri Kubasov, Soviet cosmonaut (b. 1935)
February 22  Charlotte Dawson, New ZealandAustralian television personality (b. 1966)
February 23  Alice Herz-Sommer, Czech-British pianist (b. 1903)
February 24  Harold Ramis, American film director, writer, and actor (b. 1944)
February 25  Mrio Coluna, Mozambican-born Portuguese footballer (b. 1935)
February 26  Paco de Luca, Spanish guitarist (b. 1947)
February 27  Huber Matos, Cuban political leader, activist and writer (b. 1918)",2014.0
1312,March,"March 1  Alain Resnais, French film director (b. 1922)
March 3
Robert Ashley, American composer (b. 1930)
William R. Pogue, American astronaut (b. 1930)
March 9  Mohammed Fahim, Vice President of Afghanistan (b. c. 1957)
March 12  Vra Chytilov, Czech film director (b. 1929)
March 13  Ahmad Tejan Kabbah, 3rd President of Sierra Leone (b. 1932)
March 14  Tony Benn, British politician and diarist (b. 1925)
March 15
David Brenner, American comedian (b. 1936)
Clarissa Dickson Wright, English chef and television personality (b. 1947)
March 17  L'Wren Scott, American stylist and fashion designer (b. 1964)
March 18  Lucius Shepard, American writer (b. 1942)
March 19  Fred Phelps, American pastor (b. 1929)
March 20  Hilderaldo Bellini, Brazilian footballer (b. 1930)
March 21
Ignatius Zakka I Iwas, 122nd Syriac Orthodox Patriarch (b. 1933)
James Rebhorn, American actor (b. 1948)
March 23  Adolfo Surez, 138th Prime Minister of Spain (b. 1932)
March 25  Nanda, Indian actress (b. 1939)
March 27  James R. Schlesinger, American economist and politician (b. 1929)
March 31  Frankie Knuckles, American disk jockey and record producer (b. 1955)",2014.0
1313,March,"July 1  Grard Kango Oudraogo, 1st Prime Minister of Burkina Faso (b. 1925)
July 2  Louis Zamperini, American war veteran and Christian evangelist (b. 1917)
July 5  Rosemary Murphy, American actress (b. 1925)
July 7
Alfredo Di Stfano, Argentine-Spanish footballer (b. 1926)
Dick Jones, American actor and singer (b. 1927)
Eduard Shevardnadze, 2nd President of Georgia (b. 1928)
July 10  Zohra Sehgal, Indian actress and dancer (b. 1912)
July 11
Charlie Haden, American jazz bassist (b. 1937)
Tommy Ramone, Hungarian-American drummer and producer (b. 1949)
John Seigenthaler, American journalist (b. 1927)
July 13
Lorin Maazel, French-American conductor and violinist (b. 1930)
Nadine Gordimer, South African Nobel writer (b. 1923)
July 14  Alice Coachman, American athlete (b. 1923)
July 16  Johnny Winter, American singer and guitarist (b. 1944)
July 17
Liam Davison, Australian author (b. 1957)
Henry Hartsfield, American colonel and astronaut (b. 1933)
Joep Lange, former president of the International AIDS Society (b. 1954)
Elaine Stritch, American actress and singer (b. 1925)
Willem Witteveen, Dutch senator (b. 1952)
July 19
David Easton, Canadian-American political scientist (b. 1917)
James Garner, American actor (b. 1928)
Skye McCole Bartusiak, American actress (b. 1992)
July 25  Carlo Bergonzi, Italian tenor and actor (b. 1924)
July 27  Francesco Marchisano, Italian cardinal (b. 1929)
July 28  James Shigeta, American actor (b. 1929)
July 30  Julio Grondona, Argentinian football authority (b. 1931)",2014.0
1314,March,Wikipedia indefinitely move-protected pagesUse mdy dates from August 2019Articles with short descriptionShort description is different from WikidataCommons category link is on WikidataWikipedia articles needing page number citations from September 2020All articles with unsourced statementsArticles with unsourced statements from November 2020Articles with unsourced statements from March 2019,2014.0
1315,April,"April 1  Jacques Le Goff, French historian (b. 1924)
April 4  Kumba Ial, President of Guinea-Bissau (20002003) (b. 1953)
April 6  Mickey Rooney, American actor, singer, and dancer (b. 1920)
April 8
The Ultimate Warrior, American professional wrestler (b. 1959)
Karlheinz Deschner, German activist and writer (b. 1924)
April 9  A. N. R. Robinson, 3rd President of Trinidad and Tobago (b. 1926)
April 10  Sue Townsend, British novelist and playwright (b. 1946)
April 13  Ernesto Laclau, Argentine political theorist (b. 1935)
April 16  Gyude Bryant, Liberian politician (b. 1949)
April 17
Gabriel Garca Mrquez, Colombian Nobel writer (b. 1927)
Raul Bragana Neto, 8th Prime Minister of So Tom and Prncipe (b. 1946)
April 18  Ramon Malla Call, 63rd Co-Prince of Andorra (b. 1922)
April 20  Rubin Carter, American boxer (b. 1937)
April 24
Hans Hollein, Austrian architect (b. 1934)
Tadeusz Rewicz, Polish poet and playwright (b. 1921)
April 25  Tito Vilanova, Spanish footballer and coach (b. 1968)
April 27  Vujadin Bokov, Serbian footballer and coach (b. 1931)
April 29  Bob Hoskins, British actor (b. 1942)
April 30  Ian Ross, Australian newsreader (b. 1940)",2014.0
1316,May,"May 2  Efrem Zimbalist Jr., American actor (b. 1918)
May 3  Gary Becker, American Nobel economist (b. 1930)
May 4
Jean-Paul Ngoupand, Prime Minister of the Central African Republic (b. 1948)
Tatiana Samoilova, Russian actress (b. 1934)
May 6
Jimmy Ellis, American boxer (b. 1940)
Farley Mowat, Canadian author (b. 1921)
May 11  Reg Gasnier, Australian rugby league player (b. 1939)
May 12
Marco C, Italian cardinal (b. 1925)
H. R. Giger, Swiss artist (b. 1940)
May 15  Jean-Luc Dehaene, 63rd Prime Minister of Belgium (b. 1940)
May 17  Gerald Edelman, American Nobel biologist (b. 1929)
May 18
Dobrica osi, Serbian writer and politician, President of the Federal Republic of Yugoslavia (b. 1921)
Wubbo Ockels, Dutch astronaut and physicist (b. 1946)
Gordon Willis, American cinematographer (b. 1931)
May 19  Jack Brabham, Australian race car driver (b. 1926)
May 21
Jaime Lusinchi, President of Venezuela (b. 1924)
Alireza Soleimani, Iranian heavyweight freestyle wrestler (b. 1956)
May 25
Wojciech Jaruzelski, Communist leader of Poland (b. 1923)
Toaripi Lauti, 1st Prime Minister of Tuvalu (b. 1928)
May 28
Maya Angelou, American poet and author (b. 1928)
Malcolm Glazer, American businessman (b. 1928)
May 29  Karlheinz Bhm, Austrian actor (b. 1928)
May 31
Marinho Chagas, Brazilian footballer (b. 1952)
Martha Hyer, American actress (b. 1924)",2014.0
1317,May,"Maya Angelou, American poet and author (b. 1928)
Malcolm Glazer, American businessman (b. 1928)",2014.0
1318,May,"June 1
Ann B. Davis, American actress (b. 1926)
Valentin Mankin, Ukrainian sailor, Olympic triple champion and silver medalist (b. 1938)
June 2
Duraisamy Simon Lourdusamy, Indian cardinal (b. 1924)
Alexander Shulgin, American pharmacologist and chemist (b. 1925)
June 7  Fernando, Brazilian footballer and manager (b. 1978)
June 9
Bernard Agr, Ivorian cardinal (b. 1926)
Rik Mayall, British comedian, writer and actor (b. 1958)
June 11
Ruby Dee, American actress, poet, playwright and civil rights activist (b. 1922)
Rafael Frhbeck de Burgos, Spanish conductor and composer (b. 1933)
June 13  Gyula Grosics, Hungarian footballer and manager (b. 1926)
June 15
Casey Kasem, American radio host and voice actor (b. 1932)
Daniel Keyes, American author (b. 1927)
June 16
Cndido Muatetema Rivas, 4th Prime Minister of Equatorial Guinea (b. 1960)
Tony Gwynn, American baseball player (b. 1960)
June 18
Stephanie Kwolek, American chemist (b. 1923)
Horace Silver, American jazz pianist and composer (b. 1928)
June 21  Gerry Conlon, Irish man, wrongly convicted of murder (b. 1954)
June 24
Eli Wallach, American actor (b. 1915)
Ramn Jos Velsquez, Venezuelan historian, journalist and politician (b. 1916)
June 25  Ana Mara Matute, Spanish author (b. 1925)
June 26  Howard Baker, American politician and diplomat (b. 1925)
June 27
Leslie Manigat, 43rd President of Haiti (b. 1930)
Rachid Solh, 2-Time Prime Minister of Lebanon (b. 1926)
Bobby Womack, American singer-songwriter (b. 1944)
June 28  Meshach Taylor, American actor (b. 1947)
June 30
Paul Mazursky, American director, producer, and screenwriter (b. 1930)
eljko turanovi, Prime Minister of Montenegro (b. 1960)",2014.0
1319,May,"Bernard Agr, Ivorian cardinal (b. 1926)
Rik Mayall, British comedian, writer and actor (b. 1958)",2014.0
1320,May,"Chemistry  Eric Betzig, Stefan Hell and W. E. Moerner
Economics  Jean Tirole
Literature  Patrick Modiano
Peace  Kailash Satyarthi and Malala Yousafzai
Physics  Isamu Akasaki, Hiroshi Amano and Shuji Nakamura
Physiology or Medicine  John O'Keefe, May-Britt Moser and Edvard Moser",2014.0
1321,June,"June 5  A Sunni militant group now calling itself the Islamic State of Iraq and the Levant (also known as ISIS, ISIL or Daesh) begins an offensive through northern Iraq, aiming to capture the Iraqi capital city of Baghdad and overthrow the Shiite government led by Prime Minister Nouri al-Maliki.[28]
June 12July 13  The 2014 FIFA World Cup is held in Brazil,[29] and is won by Germany.[30]
June 12 - In the Camp Speicher massacre in Iraq, ISIL kills 1,566 Shia Iraqi Air Force cadets. It is the second deadliest terrorist attack in history and the deadliest attack conducted by ISIL.[citation needed]
June 13  International military intervention against ISIL begins.[31]
June 14  The Catholic Church removes restrictions on clerical marriage in the Eastern Catholic Churches' diaspora.[32]
June 19  Felipe VI becomes King of Spain upon the abdication of his father, Juan Carlos I.
June 29  The Islamic State of Iraq and the Levant declares itself a caliphate.[33]",2014.0
1322,June,"July 8  Brazil, hosts of the 2014 FIFA World Cup are beaten 7-1 by Germany in the semi-finals.
July 8August 26  Amid growing tensions between Israel and Hamas following the kidnapping and murder of three Israeli teenagers in June and the revenge killing of a Palestinian teenager in July, Israel launches Operation Protective Edge against Hamas-controlled Gaza Strip starting with numerous missile strikes,[34] followed by a ground offensive a week later.[35] In seven weeks of fighting, 2,100 Palestinians and 71 Israelis are killed.
July 17  Malaysia Airlines Flight 17, a Boeing 777, crashes in eastern Ukraine after being shot down by a missile. All 298 people on board are killed.[36]
July 21  The United Nations Security Council adopts Resolution 2166 in response to the shootdown of Malaysia Airlines Flight 17.[37]
July 23August 3  The 2014 Commonwealth Games takes place in Glasgow, Scotland.
July 24  Air Algrie Flight 5017, a McDonnell Douglas MD-83, crashes in Mali, killing all 116 people on board.[38]",2014.0
1323,June,"June 1
Ann B. Davis, American actress (b. 1926)
Valentin Mankin, Ukrainian sailor, Olympic triple champion and silver medalist (b. 1938)
June 2
Duraisamy Simon Lourdusamy, Indian cardinal (b. 1924)
Alexander Shulgin, American pharmacologist and chemist (b. 1925)
June 7  Fernando, Brazilian footballer and manager (b. 1978)
June 9
Bernard Agr, Ivorian cardinal (b. 1926)
Rik Mayall, British comedian, writer and actor (b. 1958)
June 11
Ruby Dee, American actress, poet, playwright and civil rights activist (b. 1922)
Rafael Frhbeck de Burgos, Spanish conductor and composer (b. 1933)
June 13  Gyula Grosics, Hungarian footballer and manager (b. 1926)
June 15
Casey Kasem, American radio host and voice actor (b. 1932)
Daniel Keyes, American author (b. 1927)
June 16
Cndido Muatetema Rivas, 4th Prime Minister of Equatorial Guinea (b. 1960)
Tony Gwynn, American baseball player (b. 1960)
June 18
Stephanie Kwolek, American chemist (b. 1923)
Horace Silver, American jazz pianist and composer (b. 1928)
June 21  Gerry Conlon, Irish man, wrongly convicted of murder (b. 1954)
June 24
Eli Wallach, American actor (b. 1915)
Ramn Jos Velsquez, Venezuelan historian, journalist and politician (b. 1916)
June 25  Ana Mara Matute, Spanish author (b. 1925)
June 26  Howard Baker, American politician and diplomat (b. 1925)
June 27
Leslie Manigat, 43rd President of Haiti (b. 1930)
Rachid Solh, 2-Time Prime Minister of Lebanon (b. 1926)
Bobby Womack, American singer-songwriter (b. 1944)
June 28  Meshach Taylor, American actor (b. 1947)
June 30
Paul Mazursky, American director, producer, and screenwriter (b. 1930)
eljko turanovi, Prime Minister of Montenegro (b. 1960)",2014.0
1324,July,"June 5  A Sunni militant group now calling itself the Islamic State of Iraq and the Levant (also known as ISIS, ISIL or Daesh) begins an offensive through northern Iraq, aiming to capture the Iraqi capital city of Baghdad and overthrow the Shiite government led by Prime Minister Nouri al-Maliki.[28]
June 12July 13  The 2014 FIFA World Cup is held in Brazil,[29] and is won by Germany.[30]
June 12 - In the Camp Speicher massacre in Iraq, ISIL kills 1,566 Shia Iraqi Air Force cadets. It is the second deadliest terrorist attack in history and the deadliest attack conducted by ISIL.[citation needed]
June 13  International military intervention against ISIL begins.[31]
June 14  The Catholic Church removes restrictions on clerical marriage in the Eastern Catholic Churches' diaspora.[32]
June 19  Felipe VI becomes King of Spain upon the abdication of his father, Juan Carlos I.
June 29  The Islamic State of Iraq and the Levant declares itself a caliphate.[33]",2014.0
1325,July,"July 8  Brazil, hosts of the 2014 FIFA World Cup are beaten 7-1 by Germany in the semi-finals.
July 8August 26  Amid growing tensions between Israel and Hamas following the kidnapping and murder of three Israeli teenagers in June and the revenge killing of a Palestinian teenager in July, Israel launches Operation Protective Edge against Hamas-controlled Gaza Strip starting with numerous missile strikes,[34] followed by a ground offensive a week later.[35] In seven weeks of fighting, 2,100 Palestinians and 71 Israelis are killed.
July 17  Malaysia Airlines Flight 17, a Boeing 777, crashes in eastern Ukraine after being shot down by a missile. All 298 people on board are killed.[36]
July 21  The United Nations Security Council adopts Resolution 2166 in response to the shootdown of Malaysia Airlines Flight 17.[37]
July 23August 3  The 2014 Commonwealth Games takes place in Glasgow, Scotland.
July 24  Air Algrie Flight 5017, a McDonnell Douglas MD-83, crashes in Mali, killing all 116 people on board.[38]",2014.0
1326,July,"July 1  Grard Kango Oudraogo, 1st Prime Minister of Burkina Faso (b. 1925)
July 2  Louis Zamperini, American war veteran and Christian evangelist (b. 1917)
July 5  Rosemary Murphy, American actress (b. 1925)
July 7
Alfredo Di Stfano, Argentine-Spanish footballer (b. 1926)
Dick Jones, American actor and singer (b. 1927)
Eduard Shevardnadze, 2nd President of Georgia (b. 1928)
July 10  Zohra Sehgal, Indian actress and dancer (b. 1912)
July 11
Charlie Haden, American jazz bassist (b. 1937)
Tommy Ramone, Hungarian-American drummer and producer (b. 1949)
John Seigenthaler, American journalist (b. 1927)
July 13
Lorin Maazel, French-American conductor and violinist (b. 1930)
Nadine Gordimer, South African Nobel writer (b. 1923)
July 14  Alice Coachman, American athlete (b. 1923)
July 16  Johnny Winter, American singer and guitarist (b. 1944)
July 17
Liam Davison, Australian author (b. 1957)
Henry Hartsfield, American colonel and astronaut (b. 1933)
Joep Lange, former president of the International AIDS Society (b. 1954)
Elaine Stritch, American actress and singer (b. 1925)
Willem Witteveen, Dutch senator (b. 1952)
July 19
David Easton, Canadian-American political scientist (b. 1917)
James Garner, American actor (b. 1928)
Skye McCole Bartusiak, American actress (b. 1992)
July 25  Carlo Bergonzi, Italian tenor and actor (b. 1924)
July 27  Francesco Marchisano, Italian cardinal (b. 1929)
July 28  James Shigeta, American actor (b. 1929)
July 30  Julio Grondona, Argentinian football authority (b. 1931)",2014.0
